"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BEG9K27W","journalArticle","","Lu Kun-Han, Hung Shao-Chin","Influences of High-Level Features, Gaze, and Scene Transitions on the Reliability of BOLD Responses to Natural Movie Stimuli","","","","10.1371/journal.pone.0161797","","Complex, sustained, dynamic, and naturalistic visual stimulation can evoke distributed brain activities that are highly reproducible within and across individuals. However, the precise origins of such reproducible responses remain incompletely understood. Here, we employed concurrent functional magnetic resonance imaging (fMRI) and eye tracking to investigate the experimental and behavioral factors that influence fMRI activity and its intra- and inter-subject reproducibility during repeated movie stimuli. We found that widely distributed and highly reproducible fMRI responses were attributed primarily to the high-level natural content in the movie. In the absence of such natural content, low-level visual features alone in a spatiotemporally scrambled control stimulus evoked significantly reduced degree and extent of reproducible responses, which were mostly confined to the primary visual cortex (V1). We also found that the varying gaze behavior affected the cortical response at the peripheral part of V1 and in the oculomotor network, with minor effects on the response reproducibility over the extrastriate visual areas. Lastly, scene transitions in the movie stimulus due to film editing partly caused the reproducible fMRI responses at widespread cortical areas, especially along the ventral visual pathway. Therefore, the naturalistic nature of a movie stimulus is necessary for driving highly reliable visual activations. In a movie-stimulation paradigm, scene transitions and individuals' gaze behavior should be taken as potential confounding factors in order to properly interpret cortical activity that supports natural vision.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 27564573.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IGMQD9TK","journalArticle","","Visser Renee M., Henson Richard N.","A Naturalistic Paradigm to Investigate Postencoding Neural Activation Patterns in Relation to Subsequent Voluntary and Intrusive Recall of Distressing Events","","","","10.1016/j.bpsc.2021.08.006","","BACKGROUND: While neuroimaging has provided insights into the formation of episodic memories in relation to voluntary memory recall, less is known about neural mechanisms that cause memories to occur involuntarily, for example, as intrusive memories of trauma. Here, we investigated brain activity shortly after viewing distressing events as a function of whether memories for those events later intruded involuntarily. The postencoding period is particularly important because it is a period when clinical interventions could be applied. METHODS: A total of 32 healthy volunteers underwent functional magnetic resonance imaging while viewing distressing film clips, interspersed with 5 minutes of awake (postencoding) rest. Voluntary memories of the films were assessed using free recall and verbal and visual recognition tests after a week, while intrusive (involuntary) memories were recorded in a diary throughout that week. RESULTS: When analyzing functional magnetic resonance imaging responses related to watching the films, we replicated findings that those hotspots  (salient moments within the films) that would later become intrusive memories elicited higher activation in parts of the brain's salience network. Surprisingly, while the postencoding persistence of multivoxel correlation structures associated with entire film clips predicted subsequent voluntary recall, there was no evidence that they predicted subsequent intrusions. CONCLUSIONS: Results replicate findings regarding the formation of intrusive memories during encoding and extend findings regarding the consolidation of information in postencoding rest in relation to voluntary memory. While we provided a first step using a naturalistic paradigm, further research is needed to elucidate the role of postencoding neural processes in the development of intrusive memories.","","2023-11-10 12:46:24","2023-12-01 15:07:03","","","","","","","","","","","","","","","","","","","","","","PMID: 34454167.0","","","","Movie Recalling; OUT-OF-SCOPE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DYGEV7H3","journalArticle","","Wang Yashu, Wang Yiwen","A Neurocinematic Study of the Suspense Effects in Hitchcock's Psycho","","","","10.3389/fcomm.2020.576840","","As a new and rapidly emerging cross-disciplinary research field, neurocinematics focuses on movie research from an empirical perspective, adopting functional magnetic resonance imaging (fMRI), and other cognitive neuroscience technologies as well as theoretical methods. By verifying and exploring relevant film concepts, neurocinematics tries to establish a scientific basis for the movie theory and better understand frontier subjects in movie studies. We designed this experiment to detect audiences' brain activity when watching movies and verify the manipulation power of narrative film. We selected the shower murder scene in Hitchcock's Psycho as the experimental material. The results of the experiment showed that the trends of the audiences' brain activity were almost consistent with the specific movie plots. By observing audiences' brain activity while watching the movie, the experiment verified the specific effect of Hitchcock's set-up of suspense and explored the neurocognitive brain mechanisms behind the suspense effect.","","2023-11-10 12:46:24","2023-12-01 15:08:36","","","","","","","","","","","","","","","","","","","","","","PMID: nan","","C:\Users\Etudiant\Zotero\storage\P5QEYGWR\Wang Yashu - A Neurocinematic Study of the Suspense Effects in .pdf","","fMRI; Neurocinematics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SNRTFM8F","journalArticle","","Wang Yuan, Wang Yao","Generalized Recurrent Neural Network accommodating Dynamic Causal Modeling for functional MRI analysis","","","","10.1016/j.neuroimage.2018.05.042","","Dynamic Causal Modeling (DCM) is an advanced biophysical model which explicitly describes the entire process from experimental stimuli to functional magnetic resonance imaging (fMRI) signals via neural activity and cerebral hemodynamics. To conduct a DCM study, one needs to represent the experimental stimuli as a compact vector-valued function of time, which is hard in complex tasks such as book reading and natural movie watching. Deep learning provides the state-of-the-art signal representation solution, encoding complex signals into compact dense vectors while preserving the essence of the original signals. There is growing interest in using Recurrent Neural Networks (RNNs), a major family of deep learning techniques, in fMRI modeling. However, the generic RNNs used in existing studies work as black boxes, making the interpretation of results in a neuroscience context difficult and obscure.In this paper, we propose a new biophysically interpretable RNN built on DCM, DCM-RNN. We generalize the vanilla RNN and show that DCM can be cast faithfully as a special form of the generalized RNN. DCM-RNN uses back propagation for parameter estimation. We believe DCM-RNN is a promising tool for neuroscience. It can fit seamlessly into classical DCM studies. We demonstrate face validity of DCM-RNN in two principal applications of DCM: causal brain architecture hypotheses testing and effective connectivity estimation. We also demonstrate construct validity of DCM-RNN in an attention-visual experiment. Moreover, DCM-RNN enables end-to-end training of DCM and representation learning deep neural networks, extending DCM studies to complex tasks.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 29782993.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RMD3RFX3","journalArticle","","Ghahari Shabnam, Farahani Naemeh","Investigating time-varying functional connectivity derived from the Jackknife Correlation method for distinguishing between emotions in fMRI data","","","","10.1007/s11571-020-09579-5","","Investigating human brain activity during expressing emotional states provides deep insight into complex cognitive functions and neurological correlations inside the brain. To be able to resemble the brain function in the best manner, a complex and natural stimulus should be applied as well, the method used for data analysis should have fewer assumptions, simplifications, and parameter adjustment. In this study, we examined a functional magnetic resonance imaging dataset obtained during an emotional audio-movie stimulus associated with human life. We used Jackknife Correlation (JC) method to derive a representation of time-varying functional connectivity. We applied different binary measures and thoroughly investigated two weighted measures to study different properties of binary and weighted temporal networks. Using this approach, we indicated different aspects of human brain function during expressing different emotions. The findings of global and nodal measures could demonstrate a significant difference between emotions and significant regions in each emotion, respectively. Also, the temporal centrality properties of nodes were different in emotional states. Ultimately, we showed that the resulting measures of temporal snapshots created by JC method can distinguish between different emotions.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 32655710.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5K9KFUFL","journalArticle","","Bacha-Trams Mareike, Glerean Enrico","Differential inter-subject correlation of brain activity when kinship is a variable in moral dilemma","","","","10.1038/s41598-017-14323-x","","Previous behavioural studies have shown that humans act more altruistically towards kin. Whether and how knowledge of genetic relatedness translates into differential neurocognitive evaluation of observed social interactions has remained an open question. Here, we investigated how the human brain is engaged when viewing a moral dilemma between genetic vs. non-genetic sisters. During functional magnetic resonance imaging, a movie was shown, depicting refusal of organ donation between two sisters, with subjects guided to believe the sisters were related either genetically or by adoption. Although 90% of the subjects self-reported that genetic relationship was not relevant, their brain activity told a different story. Comparing correlations of brain activity across all subject pairs between the two viewing conditions, we found significantly stronger inter-subject correlations in insula, cingulate, medial and lateral prefrontal, superior temporal, and superior parietal cortices, when the subjects believed that the sisters were genetically related. Cognitive functions previously associated with these areas include moral and emotional conflict regulation, decision making, and mentalizing, suggesting more similar engagement of such functions when observing refusal of altruism from a genetic sister. Our results show that mere knowledge of a genetic relationship between interacting persons robustly modulates social cognition of the perceiver.","","2023-11-10 12:46:24","2023-12-01 15:13:41","","","","","","","","","","","","","","","","","","","","","","PMID: 29079809.0","","","","fMRI; Pattern Classification Given Behavioural Categories; Short Clips; Subjective Rating","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KP9CT7L4","journalArticle","","Di Xin, Xu Ting","Individual differences in time-varying and stationary brain connectivity during movie watching from childhood to early adulthood: Age, sex, and behavioral associations","","","","10.1016/j.dcn.2023.101280","","Spatially remote brain regions exhibit dynamic functional interactions across various task conditions. While time-varying functional connectivity during movie watching shows sensitivity to movie content, stationary functional connectivity remains relatively stable across videos. These findings suggest that dynamic and stationary functional interactions may represent different aspects of brain function. However, the relationship between individual differences in time-varying and stationary connectivity and behavioral phenotypes remains elusive. To address this gap, we analyzed an open-access functional MRI dataset comprising participants aged 5-22 years, who watched two cartoon movie clips. We calculated regional brain activity, time-varying connectivity, and stationary connectivity, examining associations with age, sex, and behavioral assessments. Model comparison revealed that time-varying connectivity was more sensitive to age and sex effects compared with stationary connectivity. The preferred age models exhibited quadratic log age or quadratic age effects, indicative of inverted-U shaped developmental patterns. In addition, females showed higher consistency in regional brain activity and time-varying connectivity than males. However, in terms of behavioral predictions, only stationary connectivity demonstrated the ability to predict full-scale intelligence quotient. These findings suggest that individual differences in time-varying and stationary connectivity may capture distinct aspects of behavioral phenotypes.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 37480715.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42ZGNH5U","journalArticle","","Esposito Fabrizio, Singer Neomi","Cortex-based inter-subject analysis of iEEG and fMRI data sets: Application to sustained task-related BOLD and gamma responses","","","","10.1016/j.neuroimage.2012.10.080","","Linking regional metabolic changes with fluctuations in the local electromagnetic fields directly on the surface of the human cerebral cortex is of tremendous importance for a better understanding of detailed brain processes. Functional magnetic resonance imaging (fMRI) and intra-cranial electro-encephalography (iEEG) measure two technically unrelated but spatially and temporally complementary sets of functional descriptions of human brain activity. In order to allow fine-grained spatio-temporal human brain mapping at the population-level, an effective comparative framework for the cortex-based inter-subject analysis of iEEG and fMRI data sets is needed.We combined fMRI and iEEG recordings of the same patients with epilepsy during alternated intervals of passive movie viewing and music listening to explore the degree of local spatial correspondence and temporal coupling between blood oxygen level dependent (BOLD) fMRI changes and iEEG spectral power modulations across the cortical surface after cortex-based inter-subject alignment. To this purpose, we applied a simple model of the iEEG activity spread around each electrode location and the cortex-based inter-subject alignment procedure to transform discrete iEEG measurements into cortically distributed group patterns by establishing a fine anatomic correspondence of many iEEG cortical sites across multiple subjects.Our results demonstrate the feasibility of a multi-modal inter-subject cortex-based distributed analysis for combining iEEG and fMRI data sets acquired from multiple subjects with the same experimental paradigm but with different iEEG electrode coverage. The proposed iEEG-fMRI framework allows for improved group statistics in a common anatomical space and preserves the dynamic link between the temporal features of the two modalities. (C) 2012 Elsevier Inc. All rights reserved.","","2023-11-10 12:46:24","2023-12-01 15:11:40","","","","","","","","","","","","","","","","","","","","","","PMID: 23138047.0","","","","fMRI; Intra; Modified Movie Stimulus; Recording Technique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K49YU2RJ","journalArticle","","Finn Emily S., Glerean Enrico","Idiosynchrony: From shared responses to individual differences during naturalistic neuroimaging","","","","10.1016/j.neuroimage.2020.116828","","nan","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 32276065.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4VEST6MJ","journalArticle","","Klein Sanja, Kruse Onno","Subjective reward value of visual sexual stimuli is coded in human striatum and orbitofrontal cortex","","","","10.1016/j.bbr.2020.112792","","Human neuroimaging research suggests the existence of one core network for the subjective valuation of rewards, including the striatum and orbitofrontal cortex. However, there is little research on the neural representation of subjective reward values of visual sexual stimuli (VSS) and on the role of these subjective valuations in the development of related addictive behaviors. Here, we investigate how neural reactivity to VSS is connected to individual preference using functional magnetic resonance imaging (fMRI). During the fMRI scan, 72 men viewed different VSS film clips. Ratings regarding valence and sexual arousal were collected and used as parametric modulators in the fMRI analysis. Subjects also filled out questionnaires on self-reported symptoms of problematic pornography use (PPU). Firstly, we found that neural reactivity towards VSS clips in the nucleus accumbens, caudate nucleus and orbitofrontal cortex was positively correlated with individual ratings of the respective VSS in all subjects. Second, the strength of the association between neural activity and sexual arousal ratings was positively correlated with self-reported symptoms of PPU. The first result suggests a precise appraisal of VSS according to individual preferences in established reward valuation regions. Secondly, stronger neural differentiation based on preference in participants with more PPU symptoms indicates an increased importance of VSS/preference fit in these individuals. This heightened correspondence between individual liking and neural activity may facilitate PPU development by increased signaling of incentive salience, thus boosting motivation to seek out and respond to these preferred stimuli.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 32598998.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SR2437DF","journalArticle","","Nummenmaa Lauri, Glerean Enrico","Emotions promote social interaction by synchronizing brain activity across individuals","","","","10.1073/pnas.1206095109","","Sharing others' emotional states may facilitate understanding their intentions and actions. Here we show that networks of brain areas tick together in participants who are viewing similar emotional events in a movie. Participants' brain activity was measured with functional MRI while they watched movies depicting unpleasant, neutral, and pleasant emotions. After scanning, participants watched the movies again and continuously rated their experience of pleasantness-unpleasantness (i.e., valence) and of arousal-calmness. Pearson's correlation coefficient was used to derive multisubject voxelwise similarity measures [intersubject correlations (ISCs)] of functional MRI data. Valence and arousal time series were used to predict the moment-to-moment ISCs computed using a 17-s moving average. During movie viewing, participants' brain activity was synchronized in lower- and higher-order sensory areas and in corticolimbic emotion circuits. Negative valence was associated with increased ISC in the emotion-processing network (thalamus, ventral striatum, insula) and in the default-mode network (precuneus, temporoparietal junction, medial prefrontal cortex, posterior superior temporal sulcus). High arousal was associated with increased ISC in the somatosensory cortices and visual and dorsal attention networks comprising the visual cortex, bilateral intraparietal sulci, and frontal eye fields. Seed-voxel-based correlation analysis confirmed that these sets of regions constitute dissociable, functional networks. We propose that negative valence synchronizes individuals' brain areas supporting emotional sensations and understanding of another's actions, whereas high arousal directs individuals' attention to similar features of the environment. By enhancing the synchrony of brain activity across individuals, emotions may promote social interaction and facilitate interpersonal understanding.","","2023-11-10 12:46:24","2023-12-01 15:11:10","","","","","","","","","","","","","","","","","","","","","","PMID: 22623534.0","","","","Continuous Self-Reporting; Emotional Topology; fMRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RW6NC8XK","journalArticle","","Leeuwis Nikki, Pistone Daniela","A Sound Prediction: EEG-Based Neural Synchrony Predicts Online Music Streams","","","","10.3389/fpsyg.2021.672980","","Neuroforecasting predicts population-wide choices based on neural data of individuals and can be used, for example, in neuromarketing to estimate campaign successes. To deliver true value, the brain activity metrics should deliver predictive value above and beyond traditional stated preferences. Evidence from movie trailer research has proposed neural synchrony, which compares the similarity of brain responses across participants and has shown to be a promising tool in neuroforecasting for movie popularity. The music industry might also benefit from these increasingly accurate success predictors, but only one study has been forecasting music popularity, using functional magnetic resonance imaging measures. Current research validates the strength of neural synchrony as a predictive measure for popularity of music, making use of electroencephalogram to capture moment-to-moment neural similarity between respondents while they listen to music. Neural synchrony is demonstrated to be a significant predictor for public appreciation on Spotify 3 weeks and 10 months after the release of the albums, especially when combined with the release of a single. On an individual level, other brain measures were shown to relate to individual subjective likeability ratings, including Frontal Alpha Asymmetry and engagement when combined with the factors artist and single release. Our results show the predictive value of brain activity measures outperforms stated preferences. Especially, neural synchrony carries high predictive value for the popularity on Spotify, providing the music industry with an essential asset for efficient decision making and investments, in addition to other practical implications that include neuromarketing and advertising industries.","","2023-11-10 12:46:24","2023-12-01 15:07:48","","","","","","","","","","","","","","","","","","","","","","PMID: 34385953.0","","","","EEG/MEG; OUT-OF-SCOPE; UNRELATED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XBYIHE4U","journalArticle","","Sekeres Melanie J., Moscovitch Morris","Reminders activate the prefrontal-medial temporal cortex and attenuate forgetting of event memory","","","","10.1002/hipo.23260","","Replicas of an aspect of an experienced event can serve as effective reminders, yet little is known about the neural basis of such reminding effects. Here we examined the neural activity underlying the memory-enhancing effect of reminders 1 week after encoding of naturalistic film clip events. We used fMRI to determine differences in network activity associated with recently reactivated memories relative to comparably aged, non-reactivated memories. Reminders were effective in facilitating overall retrieval of memory for film clips, in an all-or-none fashion. Prefrontal cortex and hippocampus were activated during both reminders and retrieval. Peak activation in ventro-lateral prefrontal cortex (vPFC) preceded peak activation in the right hippocampus during the reminders. For film clips that were successfully retrieved after 7 days, pre-retrieval reminders did not enhance the quality of the retrieved memory or the number of details retrieved, nor did they more strongly engage regions of the recollection network than did successful retrieval of a non-reminded film clip. These results suggest that reminders prior to retrieval are an effective means of boosting retrieval of otherwise inaccessible episodic events, and that the inability to recall certain events after a delay of a week largely reflects a retrieval deficit, rather than a storage deficit for this information. The results extend other evidence that vPFC drives activation of the hippocampus to facilitate memory retrieval and scene construction, and show that this facilitation also occurs when reminder cues precede successful retrieval attempts. The time course of vPFC-hippocampal activity during the reminder suggests that reminders may first engage schematic information meditated by vPFC followed by a recollection process mediated by the hippocampus.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 32965760.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ML6QVJGK","journalArticle","","Dini Hossein, Simonetti Aline","Exploring the Neural Processes behind Narrative Engagement: An EEG Study","","","","10.1523/ENEURO.0484-22.2023","","Past cognitive neuroscience studies using naturalistic stimuli have considered narratives holistically and focused on cognitive processes. In this study, we incorporated the narrative structure, the dramatic arc, as an object of investigation, to examine how engagement levels fluctuate across a narrative-aligned dramatic arc. We explored the possibility of predicting self-reported engagement ratings from neural activity and investigated the idiosyncratic effects of each phase of the dramatic arc on brain responses as well as the relationship between engagement and brain responses. We presented a movie excerpt following the six-phase narrative arc structure to female and male participants while collecting EEG signals. We then asked this group of participants to recall the excerpt, another group to segment the video based on the dramatic arc model, and a third to rate their engagement levels while watching the movie. The results showed that the self-reported engagement ratings followed the pattern of the narrative dramatic arc. Moreover, while EEG amplitude could not predict group-averaged engagement ratings, other features comprising dynamic intersubject correlation (dISC), including certain frequency bands, dynamic functional connectivity patterns and graph features were able to achieve this. Furthermore, neural activity in the last two phases of the dramatic arc significantly predicted engagement patterns. This study is the first to explore the cognitive processes behind the dramatic arc and its phases. By demonstrating how neural activity predicts self-reported engagement, which itself aligns with the narrative structure, this study provides insights on the interrelationships between narrative structure, neural responses, and viewer engagement.","","2023-11-10 12:46:24","2023-12-01 15:13:26","","","","","","","","","","","","","","","","","","","","","","PMID: 37460223.0","","","","EEG/MEG; Subjective Experience Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9PZ2IVGJ","journalArticle","","Jaaskelainen Iiro P., Ahveninen Jyrki","Behavioral Experience-Sampling Methods in Neuroimaging Studies With Movie and Narrative Stimuli","","","","10.3389/fnhum.2022.813684","","Movies and narratives are increasingly utilized as stimuli in functional magnetic resonance imaging (fMRI), magnetoencephalography (MEG), and electroencephalography (EEG) studies. Emotional reactions of subjects, what they pay attention to, what they memorize, and their cognitive interpretations are all examples of inner experiences that can differ between subjects during watching of movies and listening to narratives inside the scanner. Here, we review literature indicating that behavioral measures of inner experiences play an integral role in this new research paradigm via guiding neuroimaging analysis. We review behavioral methods that have been developed to sample inner experiences during watching of movies and listening to narratives. We also review approaches that allow for joint analyses of the behaviorally sampled inner experiences and neuroimaging data. We suggest that building neurophenomenological frameworks holds potential for solving the interrelationships between inner experiences and their neural underpinnings. Finally, we tentatively suggest that recent developments in machine learning approaches may pave way for inferring different classes of inner experiences directly from the neuroimaging data, thus potentially complementing the behavioral self-reports.","","2023-11-10 12:46:24","2023-12-01 15:09:15","","","","","","","","","","","","","","","","","","","","","","PMID: 35153706.0","<div data-schema-version=""8""><p>!! POTENTIELLEMENT UN SUPER REVIEW POUR NOUS!! </p> </div>","","","EEG/MEG; fMRI; Relevent Reviews","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2X6T5WSF","journalArticle","","Sung Keen, Dolcos Sanda","Brain Imaging Investigation of the Neural Correlates of Observing Virtual Social Interactions","","","","10.3791/2379","","The ability to gauge social interactions is crucial in the assessment of others' intentions. Factors such as facial expressions and body language affect our decisions in personal and professional life alike (1). These friend or foe judgements are often based on first impressions, which in turn may affect our decisions to approach or avoid. Previous studies investigating the neural correlates of social cognition tended to use static facial stimuli (2). Here, we illustrate an experimental design in which whole-body animated characters were used in conjunction with functional magnetic resonance imaging (fMRI) recordings. Fifteen participants were presented with short movie-clips of guest-host interactions in a business setting, while fMRI data were recorded; at the end of each movie, participants also provided ratings of the host behaviour. This design mimics more closely real-life situations, and hence may contribute to better understanding of the neural mechanisms of social interactions in healthy behaviour, and to gaining insight into possible causes of deficits in social behaviour in such clinical conditions as social anxiety and autism","","2023-11-10 12:46:24","2023-12-01 15:13:38","","","","","","","","","","","","","","","","","","","","","","PMID: 21775952.0","","","","fMRI; Modified Movie Stimulus; Neural Correlated of Social Cognition; Short Clips; Subjective Rating","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4XZ4WD58","journalArticle","","Milivojevic Branka, Varadinov Meryl","Coding of Event Nodes and Narrative Context in the Hippocampus","","","","10.1523/JNEUROSCI.2889-15.2016","","Narratives may provide a general context, unrestricted by space and time, which can be used to organize episodic memories into networks of related events. However, it is not clear how narrative contexts are represented in the brain. Here we test the novel hypothesis that the formation of narrative-based contextual representations in humans relies on the same hippocampal mechanisms that enable formation of spatiotemporal contexts in rodents. Participants watched a movie consisting of two interleaved narratives while we monitored their brain activity using fMRI. We used representational similarity analysis, a type of multivariate pattern analysis, which uses across-voxel correlations as a proxy for neural-pattern similarity, to examine whether the patterns of neural activity can be used to differentiate between narratives and recurring narrative elements, such as people and locations. We demonstrate that the neural activity patterns in the hippocampus differentiate between event nodes (people and locations) and narratives (different stories) and that these narrative-context representations diverge gradually over time akin to remapping-induced spatial maps represented by rodent place cells.","","2023-11-10 12:46:24","2023-12-01 15:09:40","","","","","","","","","","","","","","","","","","","","","","PMID: 27927958.0","","","","Event Boundaries; fMRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BR88YSQR","journalArticle","","Han ShiHui, Jiang Yi","Watching cartoons activates the medial prefrontal cortex in children","","","","10.1007/s11434-007-0505-5","","The medial prefrontal cortex (MPFC) of human adults is involved in attributing mental states to real human agents but not to virtual artificial characters. This study examined whether such differential MPFC activity can be observed in children who are more fascinated by cartoons than adults. We measured brain activity using functional magnetic resonance imaging (fMRI) while 10-year-old children watched movie and cartoon clips, simulating real and virtual visual worlds, respectively. We showed neuroimaging evidence that, in contrast to adults, the MPFC of children was activated when perceiving both human agents and artificial characters in coherent visual events. Our findings suggest that, around the age of 10 years, the MPFC activity in children is different from that in adults in that it can be spontaneously activated by non-human agents in a virtual visual world.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: nan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HPZ4DAEP","journalArticle","","Benoit Margo McKenna, Raij Tommi","Primary and Multisensory Cortical Activity is Correlated with Audiovisual Percepts","","","","10.1002/hbm.20884","","Incongruent auditory and visual stimuli can elicit audiovisual illusions such as the McGurk effect where visual /ka/ and auditory /pa/ fuse into another percept such as/ta/. In the present study, human brain activity was measured with adaptation functional magnetic resonance imaging to investigate which brain areas support such audiovisual illusions. Subjects viewed trains of four movies beginning with three congruent /pa/ stimuli to induce adaptation. The fourth stimulus could be (i) another congruent /pa/, (ii) a congruent /ka/, (hi) an incongruent stimulus that evokes the McGurk effect in susceptible individuals (lips /ka/ voice /pa/), or (iv) the converse combination that does not cause the McGurk effect (lips /pa/ voice/ ka/). This paradigm was predicted to show increased release from adaptation (i.e. stronger brain activation) when the fourth movie and the related percept was increasingly different from the three previous movies. A stimulus change in either the auditory or the visual stimulus from /pa/ to /ka/ (iii, iv) produced within-modality and cross-modal responses in primary auditory and visual areas. A greater release from adaptation was observed for incongruent non-McGurk (iv) compared to incongruent McGurk (iii) trials. A network including the primary auditory and visual cortices, nonprimary auditory cortex, and several multisensory areas (superior temporal sulcus, intraparietal sulcus, insula, and pre-central cortex) showed a correlation between perceiving the McGurk effect and the fMRI signal, suggesting that these areas support the audiovisual illusion. Hum Brain Mapp 31:526-538, 2010. (C) 2009 Wiley-Liss, Inc.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 19780040.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85HKXLUM","journalArticle","","Tu Pei-Chi, Su Tung-Ping","Reduced synchronized brain activity in schizophrenia during viewing of comedy movies","","","","10.1038/s41598-019-48957-w","","Previous evaluation of brain function in schizophrenia has focused on standard experimental tasks, with cerebral response to natural stimuli less clear. This study employed inter-subject correlation (ISC) analysis to investigate the neural basis of humor processing during free viewing of comedy movies in patients with schizophrenia. We recruited 29 patients diagnosed with schizophrenia and 29 healthy, age- and sex-matched controls. Each participant underwent fMRI scanning during two viewings of three comedy movie clips. The ISC map from each participant pair within each population group and each movie viewing was separately derived. The significance of ISC within a group and between two groups were assessed by bootstrapping. The ISC map from each patient pair were also correlated with the product of Positive and Negative Syndrome Scale (PANSS) rating between the same participant pair in schizophrenia patients. Schizophrenia patients showed significant ISC in bilateral lateraloccipital, bilateral superior frontal, left supramarginal, and right lateralorbiofrontal cortices. Compared with the controls, the schizophrenia group exhibited significantly lower ISC in the left superior temporal sulcus, bilateral supramarginal, and bilateral inferiorparietal cortices. Higher clinical severity (higher total PANSS rating) was associated with lower ISC in the middle frontal and middle temporal regions, and also higher ISC in the visual cortex, inferior temporal gyrus, and anterior cingulate. The findings indicated that patients with schizophrenia are characterized by lower ISC in a frontal parietal network while viewing comedy film clips, which implicated a deficit in the cognitive component of humor processing. The lower synchronization in parts of the frontal parietal network also correlated with symptom severity.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 31484998.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
