PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37724831","Emotional arousal pattern (EMAP): A new database for modeling momentary subjective and psychophysiological responding to affective stimuli","Eisenbarth H, Oxner M, Shehu HA, Gastrell T, Walsh A, Browne WN, Xue B.","Psychophysiology. 2023 Sep 19:e14446. doi: 10.1111/psyp.14446. Online ahead of print.","Eisenbarth H","Psychophysiology","2023","2023/09/19","","","10.1111/psyp.14446"
"33566763","Functional Behavior of the Primary Cortical Neuronal Cells on the Large Surface of TiO₂ and SnO₂ Based Biosensing Device","Kasiviswanathan U, Kumar C, Poddar S, Jit S, Sharma N, Mahto SK.","IEEE Trans Nanobioscience. 2021 Apr;20(2):138-145. doi: 10.1109/TNB.2021.3058332. Epub 2021 Mar 31.","Kasiviswanathan U","IEEE Trans Nanobioscience","2021","2021/02/10","","","10.1109/TNB.2021.3058332"
"33401011","Functional connectivity patterns predict naturalistic viewing versus rest across development","Sanchez-Alonso S, Rosenberg MD, Aslin RN.","Neuroimage. 2021 Apr 1;229:117630. doi: 10.1016/j.neuroimage.2020.117630. Epub 2021 Jan 2.","Sanchez-Alonso S","Neuroimage","2021","2021/01/05","","","10.1016/j.neuroimage.2020.117630"
"33367590","Decoding Music-Evoked Emotions in the Auditory and Motor Cortex","Putkinen V, Nazari-Farsani S, Seppälä K, Karjalainen T, Sun L, Karlsson HK, Hudson M, Heikkilä TT, Hirvonen J, Nummenmaa L.","Cereb Cortex. 2021 Mar 31;31(5):2549-2560. doi: 10.1093/cercor/bhaa373.","Putkinen V","Cereb Cortex","2021","2020/12/28","","","10.1093/cercor/bhaa373"
"33271266","Emergence and organization of adult brain function throughout child development","Yates TS, Ellis CT, Turk-Browne NB.","Neuroimage. 2021 Feb 1;226:117606. doi: 10.1016/j.neuroimage.2020.117606. Epub 2020 Nov 30.","Yates TS","Neuroimage","2021","2020/12/03","PMC8323508","NIHMS1666846","10.1016/j.neuroimage.2020.117606"
"33260624","The Role of Features Types and Personalized Assessment in Detecting Affective State Using Dry Electrode EEG","Pradhapan P, Velazquez ER, Witteveen JA, Tonoyan Y, Mihajlović V.","Sensors (Basel). 2020 Nov 28;20(23):6810. doi: 10.3390/s20236810.","Pradhapan P","Sensors (Basel)","2020","2020/12/02","PMC7731105","","10.3390/s20236810"
"33259911","Methods matter: An examination of factors that moderate predictions of the capability model concerning the relationship of frontal asymmetry to trait measures","Rodrigues J, Allen JJB, Müller M, Hewig J.","Biol Psychol. 2021 Jan;158:107993. doi: 10.1016/j.biopsycho.2020.107993. Epub 2020 Nov 28.","Rodrigues J","Biol Psychol","2021","2020/12/01","","","10.1016/j.biopsycho.2020.107993"
"33229530","Aging and the encoding of changes in events: The role of neural activity pattern reinstatement","Stawarczyk D, Wahlheim CN, Etzel JA, Snyder AZ, Zacks JM.","Proc Natl Acad Sci U S A. 2020 Nov 24;117(47):29346-29353. doi: 10.1073/pnas.1918063117.","Stawarczyk D","Proc Natl Acad Sci U S A","2020","2020/11/24","PMC7703536","","10.1073/pnas.1918063117"
"33212929","EEG Fingerprints under Naturalistic Viewing Using a Portable Device","Fraschini M, Meli M, Demuru M, Didaci L, Barberini L.","Sensors (Basel). 2020 Nov 17;20(22):6565. doi: 10.3390/s20226565.","Fraschini M","Sensors (Basel)","2020","2020/11/20","PMC7698321","","10.3390/s20226565"
"32950017","Towards MR-guided electron therapy: Measurement and simulation of clinical electron beams in magnetic fields","Kueng R, Oborn BM, Roberts NF, Causer T, Stampanoni MFM, Manser P, Keall PJ, Fix MK.","Phys Med. 2020 Oct;78:83-92. doi: 10.1016/j.ejmp.2020.09.001. Epub 2020 Sep 16.","Kueng R","Phys Med","2020","2020/09/19","","","10.1016/j.ejmp.2020.09.001"
"32931944","Modeling an auditory stimulated brain under altered states of consciousness using the generalized Ising model","Kandeepan S, Rudas J, Gomez F, Stojanoski B, Valluri S, Owen AM, Naci L, Nichols ES, Soddu A.","Neuroimage. 2020 Dec;223:117367. doi: 10.1016/j.neuroimage.2020.117367. Epub 2020 Sep 12.","Kandeepan S","Neuroimage","2020","2020/09/15","","","10.1016/j.neuroimage.2020.117367"
"32801954","In Vitro Intraductal MRI and T2 Mapping of Cholangiocarcinoma Using Catheter Coils","Khuntikeo N, Titapun A, Chamadol N, Boonphongsathien W, Sa-Ngiamwibool P, Taylor-Robinson SD, Wadsworth CA, Zhang S, Kardoulaki EM, Syms RRA.","Hepat Med. 2020 Jul 27;12:107-114. doi: 10.2147/HMER.S266841. eCollection 2020.","Khuntikeo N","Hepat Med","2020","2020/08/18","PMC7397475","","10.2147/HMER.S266841"
"32769969","Aging alters neural activity at event boundaries in the hippocampus and Posterior Medial network","Reagh ZM, Delarazan AI, Garber A, Ranganath C.","Nat Commun. 2020 Aug 7;11(1):3980. doi: 10.1038/s41467-020-17713-4.","Reagh ZM","Nat Commun","2020","2020/08/10","PMC7414222","","10.1038/s41467-020-17713-4"
"32736352","Residual numbness of the upper extremity after cervical surgery in patients with cervical spondylotic myelopathy","Iwamae M, Suzuki A, Tamai K, Terai H, Hoshino M, Toyoda H, Takahashi S, Ohyama S, Hori Y, Yabu A, Nakamura H.","J Neurosurg Spine. 2020 Jul 31;33(6):734-741. doi: 10.3171/2020.4.SPINE191566.","Iwamae M","J Neurosurg Spine","2020","2020/08/01","","","10.3171/2020.4.SPINE191566"
"32714466","Comparative study on contrast enhancement of Magnevist and Magnevist-loaded nanoparticles in pancreatic cancer PDX model monitored by MRI","Affram K, Smith T, Helsper S, Rosenberg JT, Han B, Trevino J, Agyare E.","Cancer Nanotechnol. 2020;11:5. doi: 10.1186/s12645-020-00061-9. Epub 2020 May 14.","Affram K","Cancer Nanotechnol","2020","2020/07/28","PMC7380684","NIHMS1606076","10.1186/s12645-020-00061-9"
"32682991","Manipulating the structure of natural scenes using wavelets to study the functional architecture of perceptual hierarchies in the brain","Puckett AM, Schira MM, Isherwood ZJ, Victor JD, Roberts JA, Breakspear M.","Neuroimage. 2020 Nov 1;221:117173. doi: 10.1016/j.neuroimage.2020.117173. Epub 2020 Jul 17.","Puckett AM","Neuroimage","2020","2020/07/20","PMC8239382","NIHMS1715269","10.1016/j.neuroimage.2020.117173"
"32628970","Dynamic functional connectivity analysis based on time-varying partial correlation with a copula-DCC-GARCH model","Lee N, Kim JM.","Neurosci Res. 2021 Aug;169:27-39. doi: 10.1016/j.neures.2020.06.006. Epub 2020 Jul 3.","Lee N","Neurosci Res","2021","2020/07/07","","","10.1016/j.neures.2020.06.006"
"32376301","Towards clinical applications of movie fMRI","Eickhoff SB, Milham M, Vanderwal T.","Neuroimage. 2020 Aug 15;217:116860. doi: 10.1016/j.neuroimage.2020.116860. Epub 2020 May 4.","Eickhoff SB","Neuroimage","2020","2020/05/08","","","10.1016/j.neuroimage.2020.116860"
"32341766","REM sleep in acutely traumatized individuals and interventions for the secondary prevention of post-traumatic stress disorder","Repantis D, Wermuth K, Tsamitros N, Danker-Hopfe H, Bublitz JC, Kühn S, Dresler M.","Eur J Psychotraumatol. 2020 Apr 6;11(1):1740492. doi: 10.1080/20008198.2020.1740492. eCollection 2020.","Repantis D","Eur J Psychotraumatol","2020","2020/04/29","PMC7170365","","10.1080/20008198.2020.1740492"
"32333934","A study in affect: Predicting valence from fMRI data","Kim J, Weber CE, Gao C, Schulteis S, Wedell DH, Shinkareva SV.","Neuropsychologia. 2020 Jun;143:107473. doi: 10.1016/j.neuropsychologia.2020.107473. Epub 2020 Apr 22.","Kim J","Neuropsychologia","2020","2020/04/26","","","10.1016/j.neuropsychologia.2020.107473"
"32280284","Improving the Detection of Cholangiocarcinoma: In vitro MRI-Based Study Using Local Coils and T2 Mapping","Khuntikeo N, Titapun A, Chamadol N, Boonphongsathien W, Sa-Ngiamwibool P, Taylor-Robinson SD, Wadsworth CA, Zhang S, Kardoulaki EM, Young IR, Syms RRA.","Hepat Med. 2020 Mar 24;12:29-39. doi: 10.2147/HMER.S232392. eCollection 2020.","Khuntikeo N","Hepat Med","2020","2020/04/14","PMC7127873","","10.2147/HMER.S232392"
"32194085","Representation of viewed and recalled film clips in patterns of brain activity in a person with developmental amnesia","St-Laurent M, Rosenbaum RS, Olsen RK, Buchsbaum BR.","Neuropsychologia. 2020 May;142:107436. doi: 10.1016/j.neuropsychologia.2020.107436. Epub 2020 Mar 16.","St-Laurent M","Neuropsychologia","2020","2020/03/21","","","10.1016/j.neuropsychologia.2020.107436"
"32180695","Stimulus Driven Single Unit Activity From Micro-Electrocorticography","Hermiz J, Hossain L, Arneodo EM, Ganji M, Rogers N, Vahidi N, Halgren E, Gentner TQ, Dayeh SA, Gilja V.","Front Neurosci. 2020 Feb 28;14:55. doi: 10.3389/fnins.2020.00055. eCollection 2020.","Hermiz J","Front Neurosci","2020","2020/03/18","PMC7059620","","10.3389/fnins.2020.00055"
"32179785","Gadolinium labelled nanoliposomes as the platform for MRI theranostics: in vitro safety study in liver cells and macrophages","Šimečková P, Hubatka F, Kotouček J, Turánek Knötigová P, Mašek J, Slavík J, Kováč O, Neča J, Kulich P, Hrebík D, Stráská J, Pěnčíková K, Procházková J, Diviš P, Macaulay S, Mikulík R, Raška M, Machala M, Turánek J.","Sci Rep. 2020 Mar 16;10(1):4780. doi: 10.1038/s41598-020-60284-z.","Šimečková P","Sci Rep","2020","2020/03/18","PMC7075985","","10.1038/s41598-020-60284-z"
"32173409","Does higher sampling rate (multiband + SENSE) improve group statistics - An example from social neuroscience block design at 3T","Bhandari R, Kirilina E, Caan M, Suttrup J, De Sanctis T, De Angelis L, Keysers C, Gazzola V.","Neuroimage. 2020 Jun;213:116731. doi: 10.1016/j.neuroimage.2020.116731. Epub 2020 Mar 12.","Bhandari R","Neuroimage","2020","2020/03/17","PMC7181191","","10.1016/j.neuroimage.2020.116731"
"31958582","Four-dimensional map of direct effective connectivity from posterior visual areas","Sugiura A, Silverstein BH, Jeong JW, Nakai Y, Sonoda M, Motoi H, Asano E.","Neuroimage. 2020 Apr 15;210:116548. doi: 10.1016/j.neuroimage.2020.116548. Epub 2020 Jan 17.","Sugiura A","Neuroimage","2020","2020/01/21","PMC7054169","NIHMS1552223","10.1016/j.neuroimage.2020.116548"
"31923604","Following Forrest Gump: Smooth pursuit related brain activation during free movie viewing","Agtzidis I, Meyhöfer I, Dorr M, Lencer R.","Neuroimage. 2020 Aug 1;216:116491. doi: 10.1016/j.neuroimage.2019.116491. Epub 2020 Jan 7.","Agtzidis I","Neuroimage","2020","2020/01/11","","","10.1016/j.neuroimage.2019.116491"
"31899589","A phantom system for assessing the effects of membrane lipids on water proton relaxation","Shtangel O, Mezer AA.","NMR Biomed. 2020 Apr;33(4):e4209. doi: 10.1002/nbm.4209. Epub 2020 Jan 3.","Shtangel O","NMR Biomed","2020","2020/01/04","","","10.1002/nbm.4209"
"31824273","Intersubject Synchronization of Late Adolescent Brain Responses to Violent Movies: A Virtue-Ethics Approach","Adebimpe A, Bassett DS, Jamieson PE, Romer D.","Front Behav Neurosci. 2019 Nov 22;13:260. doi: 10.3389/fnbeh.2019.00260. eCollection 2019.","Adebimpe A","Front Behav Neurosci","2019","2019/12/12","PMC6885594","","10.3389/fnbeh.2019.00260"
"31754453","Glassy carbon microelectrodes minimize induced voltages, mechanical vibrations, and artifacts in magnetic resonance imaging","Nimbalkar S, Fuhrer E, Silva P, Nguyen T, Sereno M, Kassegne S, Korvink J.","Microsyst Nanoeng. 2019 Nov 18;5:61. doi: 10.1038/s41378-019-0106-x. eCollection 2019.","Nimbalkar S","Microsyst Nanoeng","2019","2019/11/23","PMC6859162","","10.1038/s41378-019-0106-x"
"31705031","Impact of Affective Multimedia Content on the Electroencephalogram and Facial Expressions","Siddharth S, Jung TP, Sejnowski TJ.","Sci Rep. 2019 Nov 8;9(1):16295. doi: 10.1038/s41598-019-52891-2.","Siddharth S","Sci Rep","2019","2019/11/10","PMC6841664","","10.1038/s41598-019-52891-2"
"31619546","Microstructured thin-film electrode technology enables proof of concept of scalable, soft auditory brainstem implants","Vachicouras N, Tarabichi O, Kanumuri VV, Tringides CM, Macron J, Fallegger F, Thenaisie Y, Epprecht L, McInturff S, Qureshi AA, Paggi V, Kuklinski MW, Brown MC, Lee DJ, Lacour SP.","Sci Transl Med. 2019 Oct 16;11(514):eaax9487. doi: 10.1126/scitranslmed.aax9487.","Vachicouras N","Sci Transl Med","2019","2019/10/18","","","10.1126/scitranslmed.aax9487"
"31595961","Evaluating fMRI-Based Estimation of Eye Gaze During Naturalistic Viewing","Son J, Ai L, Lim R, Xu T, Colcombe S, Franco AR, Cloud J, LaConte S, Lisinski J, Klein A, Craddock RC, Milham M.","Cereb Cortex. 2020 Mar 14;30(3):1171-1184. doi: 10.1093/cercor/bhz157.","Son J","Cereb Cortex","2020","2019/10/10","PMC7132907","","10.1093/cercor/bhz157"
"31568871","Individualized psychiatric imaging based on inter-subject neural synchronization in movie watching","Yang Z, Wu J, Xu L, Deng Z, Tang Y, Gao J, Hu Y, Zhang Y, Qin S, Li C, Wang J.","Neuroimage. 2020 Aug 1;216:116227. doi: 10.1016/j.neuroimage.2019.116227. Epub 2019 Sep 27.","Yang Z","Neuroimage","2020","2019/10/01","","","10.1016/j.neuroimage.2019.116227"
"31537173","A Method to Determine the Coincidence of MRI-Guided Linac Radiation and Magnetic Isocenters","Latifi K, Moros EG, Zhang G, Harrison L, Feygelman V.","Technol Cancer Res Treat. 2019 Jan 1;18:1533033819877986. doi: 10.1177/1533033819877986.","Latifi K","Technol Cancer Res Treat","2019","2019/09/21","PMC6755638","","10.1177/1533033819877986"
"31519818","Rapid Memory Reactivation at Movie Event Boundaries Promotes Episodic Encoding","Silva M, Baldassano C, Fuentemilla L.","J Neurosci. 2019 Oct 23;39(43):8538-8548. doi: 10.1523/JNEUROSCI.0360-19.2019. Epub 2019 Sep 13.","Silva M","J Neurosci","2019","2019/09/15","PMC6807272","","10.1523/JNEUROSCI.0360-19.2019"
"31370053","Intra-fraction motion prediction in MRI-guided radiation therapy using Markov processes","Ali Mirzapour S, Mazur T, Sharp G, Salari E.","Phys Med Biol. 2019 Sep 23;64(19):195006. doi: 10.1088/1361-6560/ab37a9.","Ali Mirzapour S","Phys Med Biol","2019","2019/08/02","","","10.1088/1361-6560/ab37a9"
"31362048","Quantifying the individual auditory and visual brain response in 7-month-old infants watching a brief cartoon movie","Jessen S, Fiedler L, Münte TF, Obleser J.","Neuroimage. 2019 Nov 15;202:116060. doi: 10.1016/j.neuroimage.2019.116060. Epub 2019 Jul 27.","Jessen S","Neuroimage","2019","2019/07/31","","","10.1016/j.neuroimage.2019.116060"
"31251949","32-channel mouse EEG: Visual evoked potentials","Land R, Kapche A, Ebbers L, Kral A.","J Neurosci Methods. 2019 Sep 1;325:108316. doi: 10.1016/j.jneumeth.2019.108316. Epub 2019 Jun 25.","Land R","J Neurosci Methods","2019","2019/06/29","","","10.1016/j.jneumeth.2019.108316"
"31100293","Dynamic functional connectivity analysis of functional MRI based on copula time-varying correlation","Lee N, Kim JM.","J Neurosci Methods. 2019 Jul 15;323:32-47. doi: 10.1016/j.jneumeth.2019.05.004. Epub 2019 May 14.","Lee N","J Neurosci Methods","2019","2019/05/18","","","10.1016/j.jneumeth.2019.05.004"
"31010598","MRI Monitoring and Quantification of Ultrasound-Mediated Delivery of Liposomes Dually Labeled with Gadolinium and Fluorophore through the Blood-Brain Barrier","Aryal M, Papademetriou I, Zhang YZ, Power C, McDannold N, Porter T.","Ultrasound Med Biol. 2019 Jul;45(7):1733-1742. doi: 10.1016/j.ultrasmedbio.2019.02.024. Epub 2019 Apr 19.","Aryal M","Ultrasound Med Biol","2019","2019/04/24","PMC6555669","NIHMS1527501","10.1016/j.ultrasmedbio.2019.02.024"
"31009083","Technical Note: The first live treatment on a 1.0 Tesla inline MRI-linac","Liney GP, Jelen U, Byrne H, Dong B, Roberts TL, Kuncic Z, Keall P.","Med Phys. 2019 Jul;46(7):3254-3258. doi: 10.1002/mp.13556. Epub 2019 May 10.","Liney GP","Med Phys","2019","2019/04/23","","","10.1002/mp.13556"
"32537036","Dynamic Causal Modeling of Effective Connectivity During Anger Experience in Healthy Young Men: 7T Magnetic Resonance Imaging Study","Seok JW, Cheong C.","Adv Cogn Psychol. 2019 Mar 13;15(1):52-62. doi: 10.5709/acp-0256-7. eCollection 2019.","Seok JW","Adv Cogn Psychol","2019","2020/06/16","PMC7278524","","10.5709/acp-0256-7"
"30717610","Predicting Blood Oxygenation Level-Dependent Activity in Fusiform Face Area from the Activity in Other Visual Areas","Yargholi E, Hossein-Zadeh GA, Rajimehr R.","Brain Connect. 2019 May;9(4):329-340. doi: 10.1089/brain.2018.0624. Epub 2019 Apr 22.","Yargholi E","Brain Connect","2019","2019/02/06","","","10.1089/brain.2018.0624"
"30624224","A Novel Expandable Catheter Wireless Amplified NMR Detector for MR Sensitivity Accessing the Kidney in Rodent Model","Timilsina R, Qian C.","IEEE Trans Biomed Circuits Syst. 2019 Apr;13(2):444-453. doi: 10.1109/TBCAS.2018.2890657. Epub 2019 Jan 4.","Timilsina R","IEEE Trans Biomed Circuits Syst","2019","2019/01/10","PMC6446567","NIHMS1525349","10.1109/TBCAS.2018.2890657"
"30603063","Functional MRI connectivity of children with autism and low verbal and cognitive performance","Gabrielsen TP, Anderson JS, Stephenson KG, Beck J, King JB, Kellems R, Top DN Jr, Russell NCC, Anderberg E, Lundwall RA, Hansen B, South M.","Mol Autism. 2018 Dec 27;9:67. doi: 10.1186/s13229-018-0248-y. eCollection 2018.","Gabrielsen TP","Mol Autism","2018","2019/01/04","PMC6307191","","10.1186/s13229-018-0248-y"
"35558279","Fabrication of a novel whole tissue-engineered intervertebral disc for intervertebral disc regeneration in the porcine lumbar spine","Yang F, Xiao D, Zhao Q, Chen Z, Liu K, Chen S, Sun X, Yue Q, Zhang R, Feng G.","RSC Adv. 2018 Nov 20;8(68):39013-39021. doi: 10.1039/c8ra06943c. eCollection 2018 Nov 16.","Yang F","RSC Adv","2018","2022/05/13","PMC9090940","","10.1039/c8ra06943c"
"30443208","Frontal EEG Asymmetry and Middle Line Power Difference in Discrete Emotions","Zhao G, Zhang Y, Ge Y.","Front Behav Neurosci. 2018 Nov 1;12:225. doi: 10.3389/fnbeh.2018.00225. eCollection 2018.","Zhao G","Front Behav Neurosci","2018","2018/11/17","PMC6221898","","10.3389/fnbeh.2018.00225"
"30411477","Development and evaluation of a novel MR-compatible pelvic end-to-end phantom","Cunningham JM, Barberi EA, Miller J, Kim JP, Glide-Hurst CK.","J Appl Clin Med Phys. 2019 Jan;20(1):265-275. doi: 10.1002/acm2.12455. Epub 2018 Nov 8.","Cunningham JM","J Appl Clin Med Phys","2019","2018/11/10","PMC6333127","","10.1002/acm2.12455"
"30407546","Monte Carlo modeling of a 60Co MRI-guided radiotherapy system on Geant4 and experimental verification of dose calculation under a magnetic field of 0.35 T","Okamoto H, Nishioka S, Iijima K, Nakamura S, Sakasai T, Miura Y, Takemori M, Nakayama H, Morishita Y, Shimizu M, Abe Y, Igaki H, Nakayama Y, Itami J.","J Radiat Res. 2019 Jan 1;60(1):116-123. doi: 10.1093/jrr/rry087.","Okamoto H","J Radiat Res","2019","2018/11/09","PMC6373691","","10.1093/jrr/rry087"
"30179924","Which Two-dimensional Radiographic Measurements of Cam Femoroacetabular Impingement Best Describe the Three-dimensional Shape of the Proximal Femur?","Atkins PR, Shin Y, Agrawal P, Elhabian SY, Whitaker RT, Weiss JA, Aoki SK, Peters CL, Anderson AE.","Clin Orthop Relat Res. 2019 Jan;477(1):242-253. doi: 10.1097/CORR.0000000000000462.","Atkins PR","Clin Orthop Relat Res","2019","2018/09/05","PMC6345307","","10.1097/CORR.0000000000000462"
"30042652","Modeling Semantic Encoding in a Common Neural Representational Space","Van Uden CE, Nastase SA, Connolly AC, Feilong M, Hansen I, Gobbini MI, Haxby JV.","Front Neurosci. 2018 Jul 10;12:437. doi: 10.3389/fnins.2018.00437. eCollection 2018.","Van Uden CE","Front Neurosci","2018","2018/07/26","PMC6048235","","10.3389/fnins.2018.00437"
"29925874","Hippocampal-Temporopolar Connectivity Contributes to Episodic Simulation During Social Cognition","Pehrs C, Zaki J, Taruffi L, Kuchinke L, Koelsch S.","Sci Rep. 2018 Jun 20;8(1):9409. doi: 10.1038/s41598-018-24557-y.","Pehrs C","Sci Rep","2018","2018/06/22","PMC6010422","","10.1038/s41598-018-24557-y"
"29883494","Neural correlates of the natural observation of an emotionally loaded video","Nanni M, Martínez-Soto J, Gonzalez-Santos L, Barrios FA.","PLoS One. 2018 Jun 8;13(6):e0198731. doi: 10.1371/journal.pone.0198731. eCollection 2018.","Nanni M","PLoS One","2018","2018/06/09","PMC5993250","","10.1371/journal.pone.0198731"
"29782993","Generalized Recurrent Neural Network accommodating Dynamic Causal Modeling for functional MRI analysis","Wang Y, Wang Y, Lui YW.","Neuroimage. 2018 Sep;178:385-402. doi: 10.1016/j.neuroimage.2018.05.042. Epub 2018 May 18.","Wang Y","Neuroimage","2018","2018/05/22","PMC6084485","NIHMS972307","10.1016/j.neuroimage.2018.05.042"
"29753842","Extracting orthogonal subject- and condition-specific signatures from fMRI data using whole-brain effective connectivity","Pallarés V, Insabato A, Sanjuán A, Kühn S, Mantini D, Deco G, Gilson M.","Neuroimage. 2018 Sep;178:238-254. doi: 10.1016/j.neuroimage.2018.04.070. Epub 2018 May 22.","Pallarés V","Neuroimage","2018","2018/05/14","PMC6057306","","10.1016/j.neuroimage.2018.04.070"
"29559778","The theranostic efficiency of tumor-specific, pH-responsive, peptide-modified, liposome-containing paclitaxel and superparamagnetic iron oxide nanoparticles","Zheng XC, Ren W, Zhang S, Zhong T, Duan XC, Yin YF, Xu MQ, Hao YL, Li ZT, Li H, Liu M, Li ZY, Zhang X.","Int J Nanomedicine. 2018 Mar 13;13:1495-1504. doi: 10.2147/IJN.S157082. eCollection 2018.","Zheng XC","Int J Nanomedicine","2018","2018/03/22","PMC5856286","","10.2147/IJN.S157082"
"29486325","Consistency and similarity of MEG- and fMRI-signal time courses during movie viewing","Lankinen K, Saari J, Hlushchuk Y, Tikka P, Parkkonen L, Hari R, Koskinen M.","Neuroimage. 2018 Jun;173:361-369. doi: 10.1016/j.neuroimage.2018.02.045. Epub 2018 Feb 24.","Lankinen K","Neuroimage","2018","2018/02/28","","","10.1016/j.neuroimage.2018.02.045"
"29457389","[Study on the risk factors for the misdiagnosis of femoral head osteonecrosis]","Chen ZW, Li TX, Wan XX, Wang RT, Chen WH.","Zhongguo Gu Shang. 2017 Nov 25;30(11):1000-1003. doi: 10.3969/j.issn.1003-0034.2017.11.006.","Chen ZW","Zhongguo Gu Shang","2017","2018/02/20","","","10.3969/j.issn.1003-0034.2017.11.006"
"29446971","Preserved neural event segmentation in healthy older adults","Kurby CA, Zacks JM.","Psychol Aging. 2018 Mar;33(2):232-245. doi: 10.1037/pag0000226. Epub 2018 Feb 15.","Kurby CA","Psychol Aging","2018","2018/02/16","PMC8577268","NIHMS923252","10.1037/pag0000226"
"29366532","Anytime multipurpose emotion recognition from EEG data using a Liquid State Machine based framework","Al Zoubi O, Awad M, Kasabov NK.","Artif Intell Med. 2018 Mar;86:1-8. doi: 10.1016/j.artmed.2018.01.001. Epub 2018 Feb 1.","Al Zoubi O","Artif Intell Med","2018","2018/01/26","","","10.1016/j.artmed.2018.01.001"
"29204807","Analysis of fMRI data using noise-diffusion network models: a new covariance-coding perspective","Gilson M.","Biol Cybern. 2018 Apr;112(1-2):153-161. doi: 10.1007/s00422-017-0741-y. Epub 2017 Dec 4.","Gilson M","Biol Cybern","2018","2017/12/06","","","10.1007/s00422-017-0741-y"
"29190524","Four-dimensional map of the human early visual system","Nakai Y, Nagashima A, Hayakawa A, Osuki T, Jeong JW, Sugiura A, Brown EC, Asano E.","Clin Neurophysiol. 2018 Jan;129(1):188-197. doi: 10.1016/j.clinph.2017.10.019. Epub 2017 Dec 1.","Nakai Y","Clin Neurophysiol","2018","2017/12/01","PMC5743586","NIHMS918247","10.1016/j.clinph.2017.10.019"
"29148092","An inductively coupled ultra-thin, flexible, and passive RF resonator for MRI marking and guiding purposes: Clinical feasibility","Alipour A, Gokyar S, Algin O, Atalar E, Demir HV.","Magn Reson Med. 2018 Jul;80(1):361-370. doi: 10.1002/mrm.26996. Epub 2017 Nov 16.","Alipour A","Magn Reson Med","2018","2017/11/18","","","10.1002/mrm.26996"
"29024792","Effective connectivity inferred from fMRI transition dynamics during movie viewing points to a balanced reconfiguration of cortical interactions","Gilson M, Deco G, Friston KJ, Hagmann P, Mantini D, Betti V, Romani GL, Corbetta M.","Neuroimage. 2018 Oct 15;180(Pt B):534-546. doi: 10.1016/j.neuroimage.2017.09.061. Epub 2017 Oct 9.","Gilson M","Neuroimage","2018","2017/10/13","","","10.1016/j.neuroimage.2017.09.061"
"28985954","Experimental verification of dose enhancement effects in a lung phantom from inline magnetic fields","Oborn BM, Gargett MA, Causer TJ, Alnaghy SJ, Hardcastle N, Metcalfe PE, Keall PJ.","Radiother Oncol. 2017 Dec;125(3):433-438. doi: 10.1016/j.radonc.2017.09.012. Epub 2017 Oct 3.","Oborn BM","Radiother Oncol","2017","2017/10/08","","","10.1016/j.radonc.2017.09.012"
"28939433","Robust inter-subject audiovisual decoding in functional magnetic resonance imaging using high-dimensional regression","Raz G, Svanera M, Singer N, Gilam G, Cohen MB, Lin T, Admon R, Gonen T, Thaler A, Granot RY, Goebel R, Benini S, Valente G.","Neuroimage. 2017 Dec;163:244-263. doi: 10.1016/j.neuroimage.2017.09.032. Epub 2017 Sep 20.","Raz G","Neuroimage","2017","2017/09/24","","","10.1016/j.neuroimage.2017.09.032"
"28886406","An investigation of potential neural correlates of intrusive retrieval of distressing memories","Battaglini E, Liddell BJ, Das P, Malhi GS, Felmingham K, Bryant RA.","J Behav Ther Exp Psychiatry. 2018 Mar;58:60-67. doi: 10.1016/j.jbtep.2017.08.004. Epub 2017 Aug 15.","Battaglini E","J Behav Ther Exp Psychiatry","2018","2017/09/09","","","10.1016/j.jbtep.2017.08.004"
"28816146","Quality Assessment of Stereotactic Radiosurgery of a Melanoma Brain Metastases Model Using a Mouselike Phantom and the Small Animal Radiation Research Platform","Wu CC, Chaudhary KR, Na YH, Welch D, Black PJ, Sonabend AM, Canoll P, Saenger YM, Wang TJC, Wuu CS, Hei TK, Cheng SK.","Int J Radiat Oncol Biol Phys. 2017 Sep 1;99(1):191-201. doi: 10.1016/j.ijrobp.2017.05.016. Epub 2017 May 19.","Wu CC","Int J Radiat Oncol Biol Phys","2017","2017/08/18","PMC5675116","NIHMS892325","10.1016/j.ijrobp.2017.05.016"
"28801255","Decoding naturalistic experiences from human brain activity via distributed representations of words","Nishida S, Nishimoto S.","Neuroimage. 2018 Oct 15;180(Pt A):232-242. doi: 10.1016/j.neuroimage.2017.08.017. Epub 2017 Aug 8.","Nishida S","Neuroimage","2018","2017/08/13","","","10.1016/j.neuroimage.2017.08.017"
"28716965","Neural Tuning to Low-Level Features of Speech throughout the Perisylvian Cortex","Berezutskaya J, Freudenburg ZV, Güçlü U, van Gerven MAJ, Ramsey NF.","J Neurosci. 2017 Aug 16;37(33):7906-7920. doi: 10.1523/JNEUROSCI.0238-17.2017. Epub 2017 Jul 17.","Berezutskaya J","J Neurosci","2017","2017/07/19","PMC6596904","","10.1523/JNEUROSCI.0238-17.2017"
