PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33887708","Validation of a 4D-MRI guided liver stereotactic body radiation therapy strategy for implementation on the MR-linac","van de Lindt TN, Fast MF, van den Wollenberg W, Kaas J, Betgen A, Nowee ME, Jansen EP, Schneider C, van der Heide UA, Sonke JJ.","Phys Med Biol. 2021 May 12;66(10). doi: 10.1088/1361-6560/abfada.","van de Lindt TN","Phys Med Biol","2021","2021/04/22","","","10.1088/1361-6560/abfada"
"33884953","Anticipation of temporally structured events in the brain","Lee CS, Aly M, Baldassano C.","Elife. 2021 Apr 22;10:e64972. doi: 10.7554/eLife.64972.","Lee CS","Elife","2021","2021/04/22","PMC8169103","","10.7554/eLife.64972"
"33860962","A 20-gauge active needle design with thin-film printed circuitry for interventional MRI at 0.55T","Yildirim DK, Bruce C, Uzun D, Rogers T, O'Brien K, Ramasawmy R, Campbell-Washburn A, Herzka DA, Lederman RJ, Kocaturk O.","Magn Reson Med. 2021 Sep;86(3):1786-1801. doi: 10.1002/mrm.28804. Epub 2021 Apr 16.","Yildirim DK","Magn Reson Med","2021","2021/04/16","PMC8379519","NIHMS1726374","10.1002/mrm.28804"
"33834203","Brain Basis of Psychopathy in Criminal Offenders and General Population","Nummenmaa L, Lukkarinen L, Sun L, Putkinen V, Seppälä K, Karjalainen T, Karlsson HK, Hudson M, Venetjoki N, Salomaa M, Rautio P, Hirvonen J, Lauerma H, Tiihonen J.","Cereb Cortex. 2021 Jul 29;31(9):4104-4114. doi: 10.1093/cercor/bhab072.","Nummenmaa L","Cereb Cortex","2021","2021/04/09","PMC8328218","","10.1093/cercor/bhab072"
"33762217","Hybrid hyperalignment: A single high-dimensional model of shared information embedded in cortical patterns of response and functional connectivity","Busch EL, Slipski L, Feilong M, Guntupalli JS, Castello MVDO, Huckins JF, Nastase SA, Gobbini MI, Wager TD, Haxby JV.","Neuroimage. 2021 Jun;233:117975. doi: 10.1016/j.neuroimage.2021.117975. Epub 2021 Mar 21.","Busch EL","Neuroimage","2021","2021/03/25","PMC8273921","NIHMS1714819","10.1016/j.neuroimage.2021.117975"
"33740933","Application of open-door laminoplasty with ARCH plate fixation in cervical intraspinal tumors","Wang ZC, Li SZ, Qu XF, Yin CQ, Sun YL, Wang YL, Wang J, Liu CJ, Cao ZL, Wang T.","BMC Surg. 2021 Mar 19;21(1):141. doi: 10.1186/s12893-021-01140-3.","Wang ZC","BMC Surg","2021","2021/03/20","PMC7980540","","10.1186/s12893-021-01140-3"
"33732435","A studyforrest extension, an annotation of spoken language in the German dubbed movie ""Forrest Gump"" and its audio-description","Häusler CO, Hanke M.","F1000Res. 2021 Jan 28;10:54. doi: 10.12688/f1000research.27621.1. eCollection 2021.","Häusler CO","F1000Res","2021","2021/03/18","PMC7921887","","10.12688/f1000research.27621.1"
"33717798","Endoscopic Endonasal Odontoidectomy Preserving Atlantoaxial Stability: a Pediatric Case","Veiceschi P, Pozzi F, Restelli F, Alfiero T, Castelnuovo P, Locatelli D.","J Neurol Surg B Skull Base. 2021 Feb;82(Suppl 1):S2-S3. doi: 10.1055/s-0039-3402797. Epub 2020 Mar 4.","Veiceschi P","J Neurol Surg B Skull Base","2021","2021/03/15","PMC7935679","","10.1055/s-0039-3402797"
"33710282","Failure to engage the temporoparietal junction/posterior superior temporal sulcus predicts impaired naturalistic social cognition in schizophrenia","Patel GH, Arkin SC, Ruiz-Betancourt DR, Plaza FI, Mirza SA, Vieira DJ, Strauss NE, Klim CC, Sanchez-Peña JP, Bartel LP, Grinband J, Martinez A, Berman RA, Ochsner KN, Leopold DA, Javitt DC.","Brain. 2021 Jul 28;144(6):1898-1910. doi: 10.1093/brain/awab081.","Patel GH","Brain","2021","2021/03/12","PMC8320281","","10.1093/brain/awab081"
"33677405","Gadolinium in tears: Evidence for an alternative cerebrospinal fluid absorption pathway in the setting of ischemia-induced blood brain barrier disruption","Dayton OL, Tuna IS, Albayram MS.","Clin Imaging. 2021 Sep;77:130-134. doi: 10.1016/j.clinimag.2021.02.032. Epub 2021 Feb 23.","Dayton OL","Clin Imaging","2021","2021/03/07","","","10.1016/j.clinimag.2021.02.032"
"33677010","PD1 blockade potentiates the therapeutic efficacy of photothermally-activated and MRI-guided low temperature-sensitive magnetoliposomes","Ma G, Kostevšek N, Monaco I, Ruiz A, Markelc B, Cheung CCL, Hudoklin S, Kreft ME, Hassan HAFM, Barker M, Conyard J, Hall C, Meech S, Mayes AG, Serša I, Čemažar M, Marković K, Ščančar J, Franchini MC, Al-Jamal WT.","J Control Release. 2021 Apr 10;332:419-433. doi: 10.1016/j.jconrel.2021.03.002. Epub 2021 Mar 4.","Ma G","J Control Release","2021","2021/03/07","","","10.1016/j.jconrel.2021.03.002"
"33675997","Consistency of functional connectivity across different movies","Tian L, Ye M, Chen C, Cao X, Shen T.","Neuroimage. 2021 Jun;233:117926. doi: 10.1016/j.neuroimage.2021.117926. Epub 2021 Mar 3.","Tian L","Neuroimage","2021","2021/03/06","","","10.1016/j.neuroimage.2021.117926"
"35854708","A minimally invasive lateral approach with CT navigation for open biopsy and diagnosis of Nocardia nova L4-5 discitis osteomyelitis: illustrative case","Zheng B, Abdulrazeq H, Leary OP, Gokaslan ZL, Oyelese AA, Fridley JS, Camara-Quintana JQ.","J Neurosurg Case Lessons. 2021 Mar 1;1(9):CASE20164. doi: 10.3171/CASE20164. eCollection 2021 Mar 1.","Zheng B","J Neurosurg Case Lessons","2021","2022/07/20","PMC9241254","","10.3171/CASE20164"
"33636119","Audiovisual integration in macaque face patch neurons","Khandhadia AP, Murphy AP, Romanski LM, Bizley JK, Leopold DA.","Curr Biol. 2021 May 10;31(9):1826-1835.e3. doi: 10.1016/j.cub.2021.01.102. Epub 2021 Feb 25.","Khandhadia AP","Curr Biol","2021","2021/02/26","PMC8521527","NIHMS1678436","10.1016/j.cub.2021.01.102"
"33633619","Multivariate Identification of Functional Neural Networks Underpinning Humorous Movie Viewing","Lin FH, Lee HJ, Kuo WJ, Jääskeläinen IP.","Front Psychol. 2021 Feb 9;11:547353. doi: 10.3389/fpsyg.2020.547353. eCollection 2020.","Lin FH","Front Psychol","2021","2021/02/26","PMC7901965","","10.3389/fpsyg.2020.547353"
"33613187","Cross-Subject EEG-Based Emotion Recognition Through Neural Networks With Stratified Normalization","Fdez J, Guttenberg N, Witkowski O, Pasquali A.","Front Neurosci. 2021 Feb 3;15:626277. doi: 10.3389/fnins.2021.626277. eCollection 2021.","Fdez J","Front Neurosci","2021","2021/02/22","PMC7888301","","10.3389/fnins.2021.626277"
"33606332","Towards Photoswitchable Contrast Agents for Absolute 3D Temperature MR Imaging","Wellm V, Groebner J, Heitmann G, Sönnichsen FD, Herges R.","Angew Chem Int Ed Engl. 2021 Apr 6;60(15):8220-8226. doi: 10.1002/anie.202015851. Epub 2021 Mar 3.","Wellm V","Angew Chem Int Ed Engl","2021","2021/02/19","PMC8048480","","10.1002/anie.202015851"
"33584210","The Effect of Media Professionalization on Cognitive Neurodynamics During Audiovisual Cuts","Andreu-Sánchez C, Martín-Pascual MÁ, Gruart A, Delgado-García JM.","Front Syst Neurosci. 2021 Jan 28;15:598383. doi: 10.3389/fnsys.2021.598383. eCollection 2021.","Andreu-Sánchez C","Front Syst Neurosci","2021","2021/02/15","PMC7876408","","10.3389/fnsys.2021.598383"
"33583042","Dosimetric evaluation of MRI-guided multi-leaf collimator tracking and trailing for lung stereotactic body radiation therapy","Uijtewaal P, Borman PTS, Woodhead PL, Hackett SL, Raaymakers BW, Fast MF.","Med Phys. 2021 Apr;48(4):1520-1532. doi: 10.1002/mp.14772. Epub 2021 Mar 12.","Uijtewaal P","Med Phys","2021","2021/02/14","PMC8251582","","10.1002/mp.14772"
"33566763","Functional Behavior of the Primary Cortical Neuronal Cells on the Large Surface of TiO₂ and SnO₂ Based Biosensing Device","Kasiviswanathan U, Kumar C, Poddar S, Jit S, Sharma N, Mahto SK.","IEEE Trans Nanobioscience. 2021 Apr;20(2):138-145. doi: 10.1109/TNB.2021.3058332. Epub 2021 Mar 31.","Kasiviswanathan U","IEEE Trans Nanobioscience","2021","2021/02/10","","","10.1109/TNB.2021.3058332"
"33545709","High-density neural recordings from feline sacral dorsal root ganglia with thin-film array","Sperry ZJ, Na K, Jun J, Madden LR, Socha A, Yoon E, Seymour JP, Bruns TM.","J Neural Eng. 2021 Mar 18;18(4). doi: 10.1088/1741-2552/abe398.","Sperry ZJ","J Neural Eng","2021","2021/02/05","","","10.1088/1741-2552/abe398"
"33544163","Supratentorial vs infratentorial posterior calvarial distraction osteogenesis for the increase of ICV in children with syndromic or multi-suture craniosynostosis: a retrospective cohort study","Sharman J, Rodrigues D, McGuirk S, Panikkar M, Nishikawa H, Dover S, Evans M, White N.","Childs Nerv Syst. 2021 May;37(5):1677-1685. doi: 10.1007/s00381-021-05064-4. Epub 2021 Feb 5.","Sharman J","Childs Nerv Syst","2021","2021/02/05","PMC8084833","","10.1007/s00381-021-05064-4"
"33530066","In-line MRI-LINAC depth dose measurements using an in-house plastic scintillation dosimeter","Madden L, Roberts N, Jelen U, Dong B, Holloway L, Metcalfe P, Rosenfeld A, Li E.","Biomed Phys Eng Express. 2021 Feb 11;7(2). doi: 10.1088/2057-1976/abe295.","Madden L","Biomed Phys Eng Express","2021","2021/02/02","","","10.1088/2057-1976/abe295"
"33469113","The surprising role of the default mode network in naturalistic perception","Brandman T, Malach R, Simony E.","Commun Biol. 2021 Jan 19;4(1):79. doi: 10.1038/s42003-020-01602-z.","Brandman T","Commun Biol","2021","2021/01/20","PMC7815915","","10.1038/s42003-020-01602-z"
"33461510","A child with Imerslund-Gräsbeck syndrome concealed by co-existing α-thalassaemia presenting with subacute combined degeneration of the spinal cord: a case report","Arunath V, Hoole TJ, Rathnasri A, Muthukumarana O, Kumarasiri IM, Liyanage ND, Costa Y, Mettananda S.","BMC Pediatr. 2021 Jan 18;21(1):41. doi: 10.1186/s12887-021-02499-1.","Arunath V","BMC Pediatr","2021","2021/01/19","PMC7812643","","10.1186/s12887-021-02499-1"
"33460185","Spectrally resolved EEG intersubject correlation reveals distinct cortical oscillatory patterns during free-viewing of affective scenes","Maffei A.","Psychophysiology. 2020 Nov;57(11):e13652. doi: 10.1111/psyp.13652. Epub 2020 Jul 31.","Maffei A","Psychophysiology","2020","2021/01/18","","","10.1111/psyp.13652"
"33438654","Characterizing MR Imaging isocenter variation in MRgRT","Kim T, Gu B, Maraghechi B, Green O, Lewis B, Mutic S, Gach HM.","Biomed Phys Eng Express. 2020 Mar 13;6(3):035009. doi: 10.1088/2057-1976/ab7bc6.","Kim T","Biomed Phys Eng Express","2020","2021/01/13","","","10.1088/2057-1976/ab7bc6"
"33438089","Native non-prototypicality in vowel perception induces prominent neuromagnetic mismatch intensities in non-native speakers: a pilot study","Kubota M, Matsuzaki J, Dan I, Dan H, Zouridakis G.","Exp Brain Res. 2021 Mar;239(3):937-953. doi: 10.1007/s00221-020-05996-4. Epub 2021 Jan 12.","Kubota M","Exp Brain Res","2021","2021/01/13","","","10.1007/s00221-020-05996-4"
"33418528","Presurgical brain mapping of the language network in pediatric patients with epilepsy using resting-state fMRI","Pur DR, Eagleson R, Lo M, Jurkiewicz MT, Andrade A, de Ribaupierre S.","J Neurosurg Pediatr. 2021 Jan 8;27(3):259-268. doi: 10.3171/2020.8.PEDS20517.","Pur DR","J Neurosurg Pediatr","2021","2021/01/08","","","10.3171/2020.8.PEDS20517"
"33401011","Functional connectivity patterns predict naturalistic viewing versus rest across development","Sanchez-Alonso S, Rosenberg MD, Aslin RN.","Neuroimage. 2021 Apr 1;229:117630. doi: 10.1016/j.neuroimage.2020.117630. Epub 2021 Jan 2.","Sanchez-Alonso S","Neuroimage","2021","2021/01/05","","","10.1016/j.neuroimage.2020.117630"
"33398845","Flexible Light Sources","Sekino M.","Adv Exp Med Biol. 2021;1293:601-612. doi: 10.1007/978-981-15-8763-4_42.","Sekino M","Adv Exp Med Biol","2021","2021/01/05","","","10.1007/978-981-15-8763-4_42"
"33395970","Examining the relationship between measures of autistic traits and neural synchrony during movies in children with and without autism","Lyons KM, Stevenson RA, Owen AM, Stojanoski B.","Neuroimage Clin. 2020;28:102477. doi: 10.1016/j.nicl.2020.102477. Epub 2020 Oct 27.","Lyons KM","Neuroimage Clin","2020","2021/01/05","PMC7680702","","10.1016/j.nicl.2020.102477"
"33395966","Individualized assessment of residual cognition in patients with disorders of consciousness","Laforge G, Gonzalez-Lara LE, Owen AM, Stojanoski B.","Neuroimage Clin. 2020;28:102472. doi: 10.1016/j.nicl.2020.102472. Epub 2020 Oct 20.","Laforge G","Neuroimage Clin","2020","2021/01/05","PMC7652775","","10.1016/j.nicl.2020.102472"
"33367590","Decoding Music-Evoked Emotions in the Auditory and Motor Cortex","Putkinen V, Nazari-Farsani S, Seppälä K, Karjalainen T, Sun L, Karlsson HK, Hudson M, Heikkilä TT, Hirvonen J, Nummenmaa L.","Cereb Cortex. 2021 Mar 31;31(5):2549-2560. doi: 10.1093/cercor/bhaa373.","Putkinen V","Cereb Cortex","2021","2020/12/28","","","10.1093/cercor/bhaa373"
"33364926","Shared Characteristics of Intrinsic Connectivity Networks Underlying Interoceptive Awareness and Empathy","Stoica T, Depue B.","Front Hum Neurosci. 2020 Dec 7;14:571070. doi: 10.3389/fnhum.2020.571070. eCollection 2020.","Stoica T","Front Hum Neurosci","2020","2020/12/28","PMC7751325","","10.3389/fnhum.2020.571070"
"33361560","Proof-of-concept delivery of intensity modulated arc therapy on the Elekta Unity 1.5 T MR-linac","Kontaxis C, Woodhead PL, Bol GH, Lagendijk JJW, Raaymakers BW.","Phys Med Biol. 2021 Feb 3;66(4):04LT01. doi: 10.1088/1361-6560/abd66d.","Kontaxis C","Phys Med Biol","2021","2020/12/28","","","10.1088/1361-6560/abd66d"
"33319527","[Treatment of tuberculosis in craniovertebral junction]","Zhang Y, Wu Y, Fu S, Xia H, Ma X, Zhang K, Ai F.","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi. 2020 Dec 15;34(12):1507-1514. doi: 10.7507/1002-1892.202005087.","Zhang Y","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","2020","2020/12/15","PMC8171574","","10.7507/1002-1892.202005087"
"33310470","Osteochondral fracture of the patella without soft tissue injury and with no dislocation: A case report","Alosaimi MN, Almutairi MM, Alshahrani SM, Alqahtani MN, Alghamdi AS.","Int J Surg Case Rep. 2021 Jan;78:48-53. doi: 10.1016/j.ijscr.2020.11.151. Epub 2020 Dec 2.","Alosaimi MN","Int J Surg Case Rep","2021","2020/12/14","PMC7736762","","10.1016/j.ijscr.2020.11.151"
"33271266","Emergence and organization of adult brain function throughout child development","Yates TS, Ellis CT, Turk-Browne NB.","Neuroimage. 2021 Feb 1;226:117606. doi: 10.1016/j.neuroimage.2020.117606. Epub 2020 Nov 30.","Yates TS","Neuroimage","2021","2020/12/03","PMC8323508","NIHMS1666846","10.1016/j.neuroimage.2020.117606"
"33260624","The Role of Features Types and Personalized Assessment in Detecting Affective State Using Dry Electrode EEG","Pradhapan P, Velazquez ER, Witteveen JA, Tonoyan Y, Mihajlović V.","Sensors (Basel). 2020 Nov 28;20(23):6810. doi: 10.3390/s20236810.","Pradhapan P","Sensors (Basel)","2020","2020/12/02","PMC7731105","","10.3390/s20236810"
"33259911","Methods matter: An examination of factors that moderate predictions of the capability model concerning the relationship of frontal asymmetry to trait measures","Rodrigues J, Allen JJB, Müller M, Hewig J.","Biol Psychol. 2021 Jan;158:107993. doi: 10.1016/j.biopsycho.2020.107993. Epub 2020 Nov 28.","Rodrigues J","Biol Psychol","2021","2020/12/01","","","10.1016/j.biopsycho.2020.107993"
"33254567","Is there an association between infantile colic and subdural hemorrhage?","Lynøe N, Eriksson A.","Med Hypotheses. 2020 Nov;144:110256. doi: 10.1016/j.mehy.2020.110256. Epub 2020 Sep 11.","Lynøe N","Med Hypotheses","2020","2020/12/01","","","10.1016/j.mehy.2020.110256"
"33253910","Safety and feasibility of mesenchymal stem cell therapy in patients with aqueous deficient dry eye disease","Møller-Hansen M, Larsen AC, Toft PB, Lynggaard CD, Schwartz C, Bruunsgaard H, Haack-Sørensen M, Ekblond A, Kastrup J, Heegaard S.","Ocul Surf. 2021 Jan;19:43-52. doi: 10.1016/j.jtos.2020.11.013. Epub 2020 Nov 28.","Møller-Hansen M","Ocul Surf","2021","2020/11/30","","","10.1016/j.jtos.2020.11.013"
"33251511","Intersubject Spatial Pattern Correlations During Movie Viewing Are Stimulus-Driven and Nonuniform Across the Cortex","Zhang A, Farivar R.","Cereb Cortex Commun. 2020;1(1):tgaa076. doi: 10.1093/texcom/tgaa076. Epub 2020 Oct 23.","Zhang A","Cereb Cortex Commun","2020","2020/11/30","PMC7679429","","10.1093/texcom/tgaa076"
"33248255","Impact of concatenating fMRI data on reliability for functional connectomics","Cho JW, Korchmaros A, Vogelstein JT, Milham MP, Xu T.","Neuroimage. 2021 Feb 1;226:117549. doi: 10.1016/j.neuroimage.2020.117549. Epub 2020 Nov 26.","Cho JW","Neuroimage","2021","2020/11/28","PMC7983579","NIHMS1666839","10.1016/j.neuroimage.2020.117549"
"33231916","Brain functional connectivity dynamics at rest in the aftermath of affective and cognitive challenges","Gaviria J, Rey G, Bolton T, Delgado J, Van De Ville D, Vuilleumier P.","Hum Brain Mapp. 2021 Mar;42(4):1054-1069. doi: 10.1002/hbm.25277. Epub 2020 Nov 24.","Gaviria J","Hum Brain Mapp","2021","2020/11/24","PMC7856644","","10.1002/hbm.25277"
"33229530","Aging and the encoding of changes in events: The role of neural activity pattern reinstatement","Stawarczyk D, Wahlheim CN, Etzel JA, Snyder AZ, Zacks JM.","Proc Natl Acad Sci U S A. 2020 Nov 24;117(47):29346-29353. doi: 10.1073/pnas.1918063117.","Stawarczyk D","Proc Natl Acad Sci U S A","2020","2020/11/24","PMC7703536","","10.1073/pnas.1918063117"
"33214938","Precursor Lymphoblastic Lymphoma in the Extramedullary Tissue: A Rare Manifestation of Chronic Myeloid Leukemia in Blast Crisis","Mansoori H, Faraz M, Qadir H, Rashid A, Ali M.","Cureus. 2020 Oct 17;12(10):e11009. doi: 10.7759/cureus.11009.","Mansoori H","Cureus","2020","2020/11/20","PMC7671079","","10.7759/cureus.11009"
"33212929","EEG Fingerprints under Naturalistic Viewing Using a Portable Device","Fraschini M, Meli M, Demuru M, Didaci L, Barberini L.","Sensors (Basel). 2020 Nov 17;20(22):6565. doi: 10.3390/s20226565.","Fraschini M","Sensors (Basel)","2020","2020/11/20","PMC7698321","","10.3390/s20226565"
"33192406","Inter- and Intra-individual Variability in Brain Oscillations During Sports Motor Imagery","Wriessnegger SC, Müller-Putz GR, Brunner C, Sburlea AI.","Front Hum Neurosci. 2020 Oct 30;14:576241. doi: 10.3389/fnhum.2020.576241. eCollection 2020.","Wriessnegger SC","Front Hum Neurosci","2020","2020/11/16","PMC7662155","","10.3389/fnhum.2020.576241"
"33186720","Stability and similarity of the pediatric connectome as developmental measures","Vanderwal T, Eilbott J, Kelly C, Frew SR, Woodward TS, Milham MP, Castellanos FX.","Neuroimage. 2021 Feb 1;226:117537. doi: 10.1016/j.neuroimage.2020.117537. Epub 2020 Nov 11.","Vanderwal T","Neuroimage","2021","2020/11/13","","","10.1016/j.neuroimage.2020.117537"
"33177526","An fMRI dataset in response to ""The Grand Budapest Hotel"", a socially-rich, naturalistic movie","Visconti di Oleggio Castello M, Chauhan V, Jiahui G, Gobbini MI.","Sci Data. 2020 Nov 11;7(1):383. doi: 10.1038/s41597-020-00735-4.","Visconti di Oleggio Castello M","Sci Data","2020","2020/11/12","PMC7658985","","10.1038/s41597-020-00735-4"
"33160085","Response to Lynch et al: On measuring head motion and effects of head molds during fMRI","Jolly E, Sadhukha S, Chang LJ.","Neuroimage. 2021 Jan 15;225:117484. doi: 10.1016/j.neuroimage.2020.117484. Epub 2020 Nov 4.","Jolly E","Neuroimage","2021","2020/11/07","PMC7953432","NIHMS1675407","10.1016/j.neuroimage.2020.117484"
"33147510","Characterizing Inscapes and resting-state in MEG: Effects in typical and atypical development","Vandewouw MM, Dunkley BT, Lerch JP, Anagnostou E, Taylor MJ.","Neuroimage. 2021 Jan 15;225:117524. doi: 10.1016/j.neuroimage.2020.117524. Epub 2020 Nov 2.","Vandewouw MM","Neuroimage","2021","2020/11/04","","","10.1016/j.neuroimage.2020.117524"
"33140193","Differences in perceived durations between plausible biological and non-biological stimuli","Giorjiani GM, Biazoli CE Jr, Caetano MS.","Exp Brain Res. 2021 Jan;239(1):161-173. doi: 10.1007/s00221-020-05904-w. Epub 2020 Nov 2.","Giorjiani GM","Exp Brain Res","2021","2020/11/03","","","10.1007/s00221-020-05904-w"
"33106164","Evaluation of imaging features of pelvic echinococcosis based on multimodal images","Chen YW, Aikebaier AIERKEN, Zhao Y.","J Orthop Surg Res. 2020 Oct 26;15(1):493. doi: 10.1186/s13018-020-01912-2.","Chen YW","J Orthop Surg Res","2020","2020/10/27","PMC7590711","","10.1186/s13018-020-01912-2"
"33066665","Comparative Study of Silk-Based Magnetic Materials: Effect of Magnetic Particle Types on the Protein Structure and Biomaterial Properties","Xue Y, Lofland S, Hu X.","Int J Mol Sci. 2020 Oct 14;21(20):7583. doi: 10.3390/ijms21207583.","Xue Y","Int J Mol Sci","2020","2020/10/17","PMC7589181","","10.3390/ijms21207583"
"33063502","[Research progress in the treatment of distal radius fractures assisted by wrist arthroscopy]","Ding H, Lu Y.","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi. 2020 Oct 15;34(10):1341-1345. doi: 10.7507/1002-1892.201912041.","Ding H","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","2020","2020/10/16","PMC8171884","","10.7507/1002-1892.201912041"
"33024764","Comparison between computed tomography and magnetic resonance imaging in clinical diagnosis and treatment of tibial platform fractures","Liu XD, Wang HB, Zhang TC, Wan Y, Zhang CZ.","World J Clin Cases. 2020 Sep 26;8(18):4067-4074. doi: 10.12998/wjcc.v8.i18.4067.","Liu XD","World J Clin Cases","2020","2020/10/07","PMC7520768","","10.12998/wjcc.v8.i18.4067"
"33020473","Movie viewing elicits rich and reliable brain state dynamics","Meer JNV, Breakspear M, Chang LJ, Sonkusare S, Cocchi L.","Nat Commun. 2020 Oct 5;11(1):5004. doi: 10.1038/s41467-020-18717-w.","Meer JNV","Nat Commun","2020","2020/10/06","PMC7536385","","10.1038/s41467-020-18717-w"
"33018416","Visualization of Shoulder Ligaments Motion by Ultrasound Speckle Tracking Method()","Hermawan N, Fujiwara M, Hagiwara Y, Saijo Y.","Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:2084-2087. doi: 10.1109/EMBC44109.2020.9176374.","Hermawan N","Annu Int Conf IEEE Eng Med Biol Soc","2020","2020/10/06","","","10.1109/EMBC44109.2020.9176374"
"33017964","Inter-subject correlations during natural viewing: A filter-bank approach","Gait A, Duisenbinov V, Lee MH, Biesmann F, Fazli S.","Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:200-203. doi: 10.1109/EMBC44109.2020.9176083.","Gait A","Annu Int Conf IEEE Eng Med Biol Soc","2020","2020/10/06","","","10.1109/EMBC44109.2020.9176083"
"32996591","Dosimetric feasibility of brain stereotactic radiosurgery with a 0.35 T MRI-guided linac and comparison vs a C-arm-mounted linac","Slagowski JM, Redler G, Malin MJ, Cammin J, Lobb EC, Lee BH, Sethi A, Roeske JC, Flores-Martinez E, Stevens T, Yenice KM, Green O, Mutic S, Aydogan B.","Med Phys. 2020 Nov;47(11):5455-5466. doi: 10.1002/mp.14503. Epub 2020 Oct 18.","Slagowski JM","Med Phys","2020","2020/09/30","","","10.1002/mp.14503"
"32989650","Experimental trauma rapidly modifies functional connectivity","Gvozdanovic G, Seifritz E, Stämpfli P, Canna A, Rasch B, Esposito F.","Brain Imaging Behav. 2021 Aug;15(4):2017-2030. doi: 10.1007/s11682-020-00396-2. Epub 2020 Sep 28.","Gvozdanovic G","Brain Imaging Behav","2021","2020/09/29","PMC8413225","","10.1007/s11682-020-00396-2"
"32983657","The Utility of a Plain Film Arthrogram to Confirm Acute Liner Dissociation in the Setting of Primary Total Hip Arthroplasty","McQuail P, Miller PE, Nolan P, Ellanti P, McCarthy T.","Cureus. 2020 Aug 23;12(8):e9951. doi: 10.7759/cureus.9951.","McQuail P","Cureus","2020","2020/09/28","PMC7510184","","10.7759/cureus.9951"
"32965760","Reminders activate the prefrontal-medial temporal cortex and attenuate forgetting of event memory","Sekeres MJ, Moscovitch M, Winocur G, Pishdadian S, Nichol D, Grady CL.","Hippocampus. 2021 Jan;31(1):28-45. doi: 10.1002/hipo.23260. Epub 2020 Sep 23.","Sekeres MJ","Hippocampus","2021","2020/09/23","","","10.1002/hipo.23260"
"32957488","pH Tunable Thin Film Gradients of Magnetic Polymer Colloids for MRI Diagnostics","Khizar S, Ahmad NM.","Polymers (Basel). 2020 Sep 17;12(9):2116. doi: 10.3390/polym12092116.","Khizar S","Polymers (Basel)","2020","2020/09/22","PMC7569873","","10.3390/polym12092116"
"32952478","Diagnostic Ultrasonographic Diagnosis of Posttraumatic Osteolysis of the Distal Clavicle in a 24-Year-Old Bodybuilder: A Case Report With Correlative Radiographs and Magnetic Resonance Imaging","Fergus MP.","J Chiropr Med. 2019 Dec;18(4):321-326. doi: 10.1016/j.jcm.2019.12.007. Epub 2020 Sep 3.","Fergus MP","J Chiropr Med","2019","2020/09/21","PMC7486470","","10.1016/j.jcm.2019.12.007"
"32950017","Towards MR-guided electron therapy: Measurement and simulation of clinical electron beams in magnetic fields","Kueng R, Oborn BM, Roberts NF, Causer T, Stampanoni MFM, Manser P, Keall PJ, Fix MK.","Phys Med. 2020 Oct;78:83-92. doi: 10.1016/j.ejmp.2020.09.001. Epub 2020 Sep 16.","Kueng R","Phys Med","2020","2020/09/19","","","10.1016/j.ejmp.2020.09.001"
"32945889","Local syntactic violations evoke fast mismatch-related neural activity detected by optical neuroimaging","Kubota M, Pollonini L, Zouridakis G.","Exp Brain Res. 2020 Nov;238(11):2665-2684. doi: 10.1007/s00221-020-05922-8. Epub 2020 Sep 18.","Kubota M","Exp Brain Res","2020","2020/09/18","","","10.1007/s00221-020-05922-8"
"32931944","Modeling an auditory stimulated brain under altered states of consciousness using the generalized Ising model","Kandeepan S, Rudas J, Gomez F, Stojanoski B, Valluri S, Owen AM, Naci L, Nichols ES, Soddu A.","Neuroimage. 2020 Dec;223:117367. doi: 10.1016/j.neuroimage.2020.117367. Epub 2020 Sep 12.","Kandeepan S","Neuroimage","2020","2020/09/15","","","10.1016/j.neuroimage.2020.117367"
"32897858","Flexible, Air Dryable, and Fiber Modified Aerogel-Based Wet Electrode for Electrophysiological Monitoring","Saadatnia Z, GhaffariMosanenzadeh S, Marquez Chin M, Naguib HE, Popovic MR.","IEEE Trans Biomed Eng. 2021 Jun;68(6):1820-1827. doi: 10.1109/TBME.2020.3022615. Epub 2021 May 21.","Saadatnia Z","IEEE Trans Biomed Eng","2021","2020/09/08","","","10.1109/TBME.2020.3022615"
"32864218","A validation of Emotiv EPOC Flex saline for EEG and ERP research","Williams NS, McArthur GM, de Wit B, Ibrahim G, Badcock NA.","PeerJ. 2020 Aug 11;8:e9713. doi: 10.7717/peerj.9713. eCollection 2020.","Williams NS","PeerJ","2020","2020/09/01","PMC7427545","","10.7717/peerj.9713"
